,sentence,word_count,index
1865,"Google still tops at 65.4% {link} RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention Kind of cool: someone is trying to do screen mirroring of an iPad via a camera - there is an HDMI cable for that gents #sxsw #SXSW ÛÒ Rackspace Startup Program, Cloud 2.0 #iPad App Launched {link} via @mention BRILLIANT READ: Attention Marketers and Media Professionals: the iPad won't save you by @mention  {link} #usguys #SxSW RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the #iPad2 launch - {link} apple store #sxsw line is moving at the front.",114,1865
1866,these fruit basket imacs better be worth it!,8,1866
1867,@mention love the #ipad2.,4,1867
1868,Got one at the pop-up Apple Store for #sxsw attendees.,10,1868
1869,"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",24,1869
1870,RT @mention This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train: {link} this is not how I want 2 B spending my  time during #sxsw :( (@mention Apple Store w/ 2 others) {link} Check out the FREE SXSW Sampler on iTunes!,50,1870
1871,"{link} #SXSW RT @mention ÷¼ No fear, no envy, no meanness, no lies, no hypocrisyÛ_÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week.",40,1871
1872,Think I can make it work?,6,1872
1873,"#sxsw RT @mention Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them!",26,1873
1874,"#QRCode #iPhone #SXSW iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s.",24,1874
1875,at #newsapps panel Barry Diller interview at #SXSW was pretty high level.,12,1875
1876,Does not understand the Daily on iPad.,7,1876
1877,All company valuations are high.,5,1877
1878,Panel &quot;iPad 2 vs Android vs the World&quot; #platform met @mention #sxsw #sxswNL - {link} My Verizon iPhone is kicking hairy butts at SXSW.,24,1878
1879,How's your AT&amp;T phone doing?,5,1879
1880,:-D #SXSW {link} RT @mention UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention Apple opens temporary store for #SXSW to sell iPad 2.,37,1880
1881,"{link} #TNW Swisher and McCue see clear flow from Netscape to Yahoo to Google in terms of learning from the mistakes of prior #sxflip #SXSW Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot;  #sxsw Promote your film, band or app with @mention iPhone game!",54,1881
1882,{link} shout me out #sxswi #sxsw #ncbshow RT @mention RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon!,23,1882
1883,"{link} #SXSW #SXSW2011 RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention RT @mention Ok, so it's come to building custom MAPS on Google Maps for each night of #SxSW to organize party itineraries.",37,1883
1884,#Productive.,1,1884
1885,"Lightbox #Photos Wants To Be Your New #Android #Camera #App (#SXSW) {link} RT @mention @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw How can google load those maps so fast, yet I can barely post a tweet haha #sxsw Pollak, if you're having so much trouble the don't sell through apple...duh #sxswbigbrands #sxsw From a poster he saw RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",87,1885
1886,"@mention great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress) That Google Maps for Mobile demonstration just rocked my world.",27,1886
1887,#SXSW #UOsxsw #marissamayer Pre-order the @mention 'Humorous To Bees' LP on @mention Catch them this month @mention &amp; @mention {link} #sxsw Or Droid RT @mention Has spontaniety in life been replaced by technology?,33,1887
1888,When your iPhone battery dies you go home.,8,1888
1889,Great ?,2,1889
1890,"#sxsw Android apps to survive SXSW 2011: {link} (by @mention #sxsw Pic - 41 shades of blue google test #sxsw #metricsdrivendesign {link} Check out this new #android app #bizzy, we're using it to check out #sxsw {link} which browser do u prefer?",42,1890
1891,Internet Explorer 9 OR Google Chrome SWAY IN:  {link} via @mention #ie9 #sxsw RT @mention Just took a survey on iPhone while in Starbucks line.,25,1891
1892,Got a free Starbucks gift card.,6,1892
1893,Instant research.,2,1893
1894,Instant gratification.,2,1894
1895,#sxsw #gsdm Looking for the best disc created at #SXSW.,10,1895
1896,The winner gets an iPad 2.,6,1896
1897,I17: Symphony of Destruction {link} [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zomb @mention Booth 1406-1408 at #sxsw &amp; we have some great deals going on there to buy a juice pack and extend your iPhone battery life!,37,1897
1898,Yes!,1,1898
1899,apple design wins again!,4,1899
1900,RT @mention The new iSack is SOO Cool!,8,1900
1901,#sxsw  {link} Google supposedly announcing new Social Networking service called &quot;circles&quot; today at #sxsw {link} Getting ideas at #SXSW?,19,1901
1902,Save them on your iPad using Action Lists.,8,1902
1903,"True to GTD, syncs w/ iPhone &amp; web.",8,1903
1904,"{link} &quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link} IPad tweeting, riding thru the 210!",25,1904
1905,#sxsw Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek?,14,1905
1906,Mine didn't make the trip #sxsw what omfg means please?,10,1906
1907,{link} Webber iPad #sxsw Dionne Warwick Hipster or hobo?,9,1907
1908,Only way to tell is the iPhone.,7,1908
1909,"#sxsw Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop!",18,1909
1910,"{link} via @mention RT @mention First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw RT @mention Are you attending the #SXSW and want to explore #Austin ?",38,1910
1911,Check out @mention for Austin {link} RT @mention Line is wrapping around the block for an iPad 2 again for a second day at #sxsw!,25,1911
1912,{link} brilliant!!,2,1912
1913,marketing!,1,1913
1914,"&quot;Apple will be opening a temporary store in downtown Austin&quot; next to #sxsw

and the world buy it.",18,1914
1915,Checking out iPad Design Headaches (author Josh Clark) #Tapworthy #SXSW Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!),20,1915
1916,"at the #CNNGrill #SxSw Ï¡Ïàü_ÊÎÒ£Áââ_£â_ÛâRT @mention Google Tests ÛÏCheck-in OffersÛ At #SXSW {link} &quot;Clarity trumps density, tap quality trumps tap quantityÛ_&quot; recap of @mention iPad #sxsw talk {link} You #GDGTAustin attendees are havin FUN!",34,1916
1917,Happy #SXSW!,2,1917
1918,Stop by on your way out.,6,1918
1919,Last chance to win an iPad 2!,7,1919
1920,Just got my iPad 2 white 64gb wifi blue cover.,10,1920
1921,That is the only thing they sell in #SXSW apple store.,11,1921
1922,{link} Apple opening a pop-up store for #SXSW.,8,1922
1923,"Cool, and another reason I'm #pissedimnotgoingtosxsw.",6,1923
1924,"{link} @mention #sxsw blogger is orange, wodpress is blue, Google owns the market, so what do you do #winning Now on my radar: Google Circus.",25,1924
1925,"RT @mention Google to Launch New Social Network: Circles via @mention {link} #pr  #SXSW RT @mention Google smentisce novitÌÊ in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link} Gave into extreme temptation at #SXSW and bought an iPad 2... #impulse #SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",65,1925
1926,Nice.,1,1926
1927,"RT @mention Hey, Apple fans!",5,1927
1928,Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link} I'll use an iPad 2 if someone gives it to me.,28,1928
1929,"Otherwise, iPhone is actually more than up to task #sxsw At #SXSW &amp; looking to sell your iPad 1?",19,1929
1930,Got lost trying to fond the apple store in Austin so @mention instead!!,13,1930
1931,#sxsw RT @mention A #browserwars panel without Apple is like a #sxsw without parties.,14,1931
1932,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!!",15,1932
1933,"#deviantART #SXSW httÛ_ (cont) {link} RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app First in line @mention #sxsw @mention store for the #ipad2!!",41,1933
1934,"(@mention Apple Store, SXSW) [pic]: {link} #SXSW: Mint Talks Mobile App Development Challenges, Teases New iPad App {link} Nope, seems no Google Circles launch today: {link} #sxsw many iPad 2's snapping away at the keynote slides!",36,1934
1935,#sxsw Checking out Staying Alive: Can Indie iPhone Game Development Survive?,11,1935
1936,at #SXSW #StayingAlive ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw @mention you give away that iPad yet.... ?,31,1936
1937,#sxsw Omgz.,2,1937
1938,Makeshift #SXSW apple store is in a Golds Gym!,9,1938
1939,{link} Apple Offers Up Free iTunes Sampler Ahead of #SXSW to feature new artists {link} via @mention #music Pumped to hear @mention dudes talk about logos over the years.,29,1939
1940,Can I make one?,4,1940
1941,"#sxsw #Gsdm Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention  #thankyouecon #SXSW Photo: By far, the best #sxsw accessory is an ipad.",26,1941
1942,Followed closely by a margarita.,5,1942
1943,;-) {link} @mention multiple ipad 2's??,6,1943
1944,while at #sxsw?,3,1944
1945,you crazy!,2,1945
1946,No more stumbling around lost at #SXSW!,7,1946
1947,Stay in contact with your group with the @mention #iPhone application {link} CLIENT NEWS!,14,1947
1948,@mention Releases &quot;Dope Melodies &amp; Heavy Bass&quot; &amp; Invades #SXSW -&gt; {link} @mention Not sure why you @mention me 4this.,20,1948
1949,I don't have an iPhone or recommend apps.,8,1949
1950,"#SXSW Oh, &amp; you don't follow me, either?",8,1950
1951,WTH..?,1,1951
1952,"N5: Spreading the Disease  {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT.",30,1952
1953,It is awesome.,3,1953
1954,#SXSW {link} Can't be at  #SXSW ?,7,1954
1955,well this is a nice (free) booby prize...,8,1955
1956,Featured Artists - {link} #iTunes #free via  @mention ÛÏ@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday.,24,1956
1957,On to Day 2.Û&lt;&lt; so cute!,6,1957
1958,Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin RT @mention RT @mention Google is looking at social signals more and more for search results.,26,1958
1959,"#qagb #sxsw If you are attending #SXSW, please bring your old mobile phones for the Hope Phones project {link}  @mention The iPad 2 line is only about 20 minutes long #sxsw really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link} Going to #SXSW?",53,1959
1960,The new iPhone guide to #Austin by @mention is free March 9-15.,12,1960
1961,Hard to beat free.,4,1961
1962,#lp Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw RT @mention In my next life I'm coming back as an iPad 2.,29,1962
1963,Women can't keep their hands off this thing.,8,1963
1964,#SXSW Google vs Bing on #bettersearch.,6,1964
1965,Bing has a shot at success w/ structured search.,9,1965
1966,Potentially higher margin CPA model vs #Google.,7,1966
1967,"#SXSW #sxsw @mention #1443 schwag giveaway screen cleaner and 2g flash drive, apple tv iPod shuffle raffle eod f 3/18 {link} I need to start downloading more apps on my iPad and play with them for inspiration.",37,1967
1968,What are your favorites?,4,1968
1969,#UXDes #sxsw Hah!,3,1969
1970,Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw Attending Google keynote.,26,1970
1971,Seeing Google maps for mobile features.,6,1971
1972,"#SXSW Stopping in for a quick iPhone charge
{link} #SXSW #Macallan Attn: dude using new iPad as a camera in the middle of an overcrowded #sxsw presentation.",27,1972
1973,You rock.,2,1973
1974,"#fail #sxsw #twit #geekbeat Free Idea: a hooded snuggie with a tummy pocket for an iPad facing out, so you look like a #TeleTubbie.",24,1974
1975,I'm old RT @mention sure to be a total scene!,10,1975
1976,RT @mention Just spoke with the Austin Apple store.,9,1976
1977,They are cautiously optimistic.,4,1977
1978,"#nerd #sxsw I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",22,1978
1979,The band at the Google party is the most entertaining band I have ever seen #sxsw RT @mention Last year there was not a single iPad in public at #sxsw.,30,1979
1980,"Today, they're more common than laptops, and I haven't seen any android tablets.",13,1980
1981,At Protect your privacy like it's 2011 @mention party w/ @mention &amp; @mention #sxsw I hope everyone has an awesome weekend at #SXSW!,23,1981
1982,I know @mention is giving away some great Apple prizes.,10,1982
1983,"#technology #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #tech That is cool!",21,1983
1984,RT @mention Coolest iPad case ever!,6,1984
1985,"It's an etch-a-sketch #sxsw  {link} via @mention RT @mention Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs.",29,1985
1986,More soon {link} RT @mention Looking fwd to iPad DJ @mention at our @mention After Dark party tonight.,18,1986
